band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,record_id,species_scientific_name
B28015111271,B28015111271,"",E,09/15/2012,15,09,2012,US,US-WI,44.68747,-89.81846,11,41,MALLARD,1320,"","","","","","",01,21,07,05,0.25,E,-8703738,Anas platyrhynchos
B28015112622,B28015112622,"",B,08/28/2012,28,08,2012,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-60005910,Anas platyrhynchos
B28015112622,B28015112622,"",E,09/22/2012,22,09,2012,US,US-WI,44.68747,-89.81846,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.25,E,-8721329,Anas platyrhynchos
B28015120371,B28015120371,"",B,09/05/2012,05,09,2012,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46781407,Anas platyrhynchos
B28015120371,B28015120371,"",E,10/15/2012,15,10,2012,US,US-WI,44.20897,-88.39443,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-8689339,Anas platyrhynchos
B28015120452,B28015120452,"",B,09/05/2012,05,09,2012,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46781412,Anas platyrhynchos
B28015120452,B28015120452,"",E,10/06/2012,06,10,2012,US,US-WI,45.05443,-87.85142,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-8919545,Anas platyrhynchos
B28015121572,B28015121572,"",B,07/31/2012,31,07,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-59952358,Anas platyrhynchos
B28015121572,B28015121572,"",E,11/02/2014,02,11,2014,US,US-WI,43.47187,-88.65933,11,41,MALLARD,1320,"","","","","","",01,21,61,05,2.42,E,-10030440,Anas platyrhynchos
B28015122611,B28015122611,"",B,08/29/2012,29,08,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,-59952369,Anas platyrhynchos
B28015122611,B28015122611,"",E,10/11/2014,11,10,2014,US,US-WI,45.69663,-90.35910,11,41,MALLARD,1320,"","","","","","",01,21,61,04,3.33,E,-8569268,Anas platyrhynchos
B28015123655,B28015123655,"",B,07/27/2012,27,07,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59954791,Anas platyrhynchos
B28015123655,B28015123655,"",E,07/31/2012,31,07,2012,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.08,R,-31995655,Anas platyrhynchos
B28015123731,B28015123731,"",B,07/27/2012,27,07,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59957198,Anas platyrhynchos
B28015123731,B28015123731,"",E,07/31/2012,31,07,2012,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.08,R,-31995658,Anas platyrhynchos
B28015123812,B28015123812,"",B,07/27/2012,27,07,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59957201,Anas platyrhynchos
B28015123812,B28015123812,"",E,09/23/2012,23,09,2012,US,US-WI,45.61777,-90.36161,0,41,mallard,1320,"","","","","","",01,21,07,05,0.25,E,-12233108,Anas platyrhynchos
B28015124851,B28015124851,"",B,08/05/2014,05,08,2014,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,-52991364,Anas platyrhynchos
B28015124851,B28015124851,"",E,10/08/2016,08,10,2016,US,US-WI,44.86064,-87.49781,0,41,Duck,1320,"","","","","","",01,21,07,05,3.33,E,-9934806,Anas platyrhynchos
B28015125811,B28015125811,"",B,07/27/2012,27,07,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-59959625,Anas platyrhynchos
B28015125811,B28015125811,"",E,07/31/2012,31,07,2012,US,US-WI,45.75000,-92.75000,10,41,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.08,R,-31996054,Anas platyrhynchos
B28015126218,B28015126218,"",B,08/14/2014,14,08,2014,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-53020017,Anas platyrhynchos
B28015126218,B28015126218,"",E,09/21/2014,21,09,2014,US,US-WI,44.34777,-87.76677,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.25,E,-8595142,Anas platyrhynchos
B28015126455,B28015126455,"",B,08/14/2014,14,08,2014,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-52986861,Anas platyrhynchos
B28015126455,B28015126455,"",E,07/11/2017,11,07,2017,US,US-WI,44.52439,-87.92378,0,41,Unknown,1320,"","","","","","",14,21,07,04,3.08,E,-8546206,Anas platyrhynchos
B28015129090,B28015129090,"",B,09/05/2012,05,09,2012,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59823355,Anas platyrhynchos
B28015129090,B28015129090,"",E,10/16/2015,16,10,2015,US,US-WI,44.18776,-87.85103,0,41,Mallard,1320,"","","","","","",01,21,07,04,3.33,E,-9909672,Anas platyrhynchos
B28015129650,B28015129650,"",B,09/05/2012,05,09,2012,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59820911,Anas platyrhynchos
B28015129650,B28015129650,"",E,09/28/2013,28,09,2013,US,US-WI,44.15388,-87.56925,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.25,E,-8601194,Anas platyrhynchos
B28015132308,B28015132308,"",B,08/29/2012,29,08,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59925716,Anas platyrhynchos
B28015132308,B28015132308,"",E,10/22/2012,22,10,2012,US,US-WI,43.89519,-88.16704,11,41,MALLARD,1320,"","","","","","",01,21,61,04,0.33,E,-8643203,Anas platyrhynchos
B28015132545,B28015132545,"",B,08/27/2012,27,08,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-58699407,Anas platyrhynchos
B28015132545,B28015132545,"",E,09/23/2012,23,09,2012,US,US-WI,45.75000,-92.75000,10,41,MALLARD,1320,"","","","","","",01,21,61,05,0.25,E,-8705579,Anas platyrhynchos
B28015132868,B28015132868,"",B,09/05/2012,05,09,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46797823,Anas platyrhynchos
B28015132868,B28015132868,"",E,09/22/2012,22,09,2012,US,US-WI,45.84912,-92.61492,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.25,E,-8711284,Anas platyrhynchos
B28015132940,B28015132940,"",B,08/29/2012,29,08,2012,US,US-WI,45.50000,-92.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59962049,Anas platyrhynchos
B28015132940,B28015132940,"",E,09/24/2016,24,09,2016,US,US-WI,45.71106,-91.72389,11,41,MALLARD,1320,"","","","","","",01,21,61,05,4.25,E,-9925793,Anas platyrhynchos
B28015139271,B28015139271,"",B,08/20/2015,20,08,2015,US,US-WI,44.50000,-87.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46348458,Anas platyrhynchos
B28015139271,B28015139271,"",E,10/04/2015,04,10,2015,US,US-WI,44.08861,-87.65758,11,41,MALLARD X AMERICAN BLACK DUCK HYBRID,1320,"","","","","","",01,21,61,05,0.33,E,-9950674,Anas platyrhynchos
B28015152305,B28015152305,"",B,09/02/2014,02,09,2014,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-52993617,Anas platyrhynchos
B28015152305,B28015152305,"",E,10/04/2014,04,10,2014,US,US-WI,44.13374,-89.01714,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-10043294,Anas platyrhynchos
B28015152621,B28015152621,"",B,08/20/2015,20,08,2015,US,US-WI,44.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46510589,Anas platyrhynchos
B28015152621,B28015152621,"",E,08/25/2015,25,08,2015,US,US-WI,44.75000,-89.91667,10,41,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,-32241216,Anas platyrhynchos
B28015162060,B28015162060,"",B,08/18/2016,18,08,2016,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17598697,Anas platyrhynchos
B28015162060,B28015162060,"",E,11/18/2022,18,11,2022,US,US-WI,42.61988,-90.66165,0,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,6.42,E,946405,Anas platyrhynchos
B28015162141,B28015162141,"",B,08/18/2016,18,08,2016,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17600662,Anas platyrhynchos
B28015162141,B28015162141,"",E,12/02/2016,02,12,2016,US,US-WI,44.05192,-89.01270,11,41,MALLARD,1320,"","","","","","",01,21,61,04,0.50,E,-9884737,Anas platyrhynchos
B28015162386,B28015162386,"",B,08/18/2016,18,08,2016,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17600676,Anas platyrhynchos
B28015162386,B28015162386,"",E,10/01/2016,01,10,2016,US,US-WI,43.48674,-88.83733,11,41,Malard,1320,"","","","","","",01,21,07,03,0.33,E,-9928931,Anas platyrhynchos
B28015163275,B28015163275,"",B,08/20/2015,20,08,2015,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17727746,Anas platyrhynchos
B28015163275,B28015163275,"",E,11/05/2015,05,11,2015,US,US-WI,43.71387,-89.20956,11,41,Mallard,1320,"","","","","","",01,21,07,05,0.42,E,-9983493,Anas platyrhynchos
B28015166236,B28015166236,"",B,08/31/2016,31,08,2016,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17657066,Anas platyrhynchos
B28015166236,B28015166236,"",E,11/04/2022,04,11,2022,US,US-WI,43.21466,-88.06696,0,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,6.42,E,936943,Anas platyrhynchos
B28015168231,B28015168231,"",B,08/31/2016,31,08,2016,US,US-WI,43.50000,-89.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-17663138,Anas platyrhynchos
B28015168231,B28015168231,"",E,11/13/2016,13,11,2016,US,US-WI,43.97610,-90.24989,0,41,Mallard,1320,"","","","","","",01,21,07,04,0.42,E,-9888082,Anas platyrhynchos
B28015187271,B28015187271,"",B,08/22/2017,22,08,2017,US,US-WI,44.50000,-91.50000,60,41,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-16421948,Anas platyrhynchos
B28015187271,B28015187271,"",E,10/29/2021,29,10,2021,US,US-WI,45.07773,-91.68026,11,41,GREENHEAD MALLARD,1320,"","","","","","",01,21,07,05,4.33,E,734437,Anas platyrhynchos
B28015192860,B28015192860,"",B,08/22/2017,22,08,2017,US,US-WI,44.50000,-88.50000,60,41,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,-16302405,Anas platyrhynchos
B28015192860,B28015192860,"",E,10/15/2017,15,10,2017,US,US-WI,43.74861,-88.13689,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-9864591,Anas platyrhynchos
B28015372303,B28015372303,"",B,08/05/2015,05,08,2015,US,US-WI,44.50000,-90.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-52361721,Anas platyrhynchos
B28015372303,B28015372303,"",E,08/07/2015,07,08,2015,US,US-WI,44.25000,-90.25000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32241228,Anas platyrhynchos
B28015372387,B28015372387,"",B,08/07/2015,07,08,2015,US,US-WI,44.50000,-90.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46514429,Anas platyrhynchos
B28015372387,B28015372387,"",E,10/72/2016,72,10,2016,US,US-WI,44.29008,-90.31373,0,41,Mallard,1320,"","","","","","",01,21,07,05,,E,-9898185,Anas platyrhynchos
B28015372462,B28015372462,"",B,08/05/2015,05,08,2015,US,US-WI,44.50000,-90.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46514433,Anas platyrhynchos
B28015372462,B28015372462,"",E,10/03/2015,03,10,2015,US,US-WI,44.12342,-90.50402,11,41,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-9967802,Anas platyrhynchos
B28015372548,B28015372548,"",B,07/31/2015,31,07,2015,US,US-WI,44.50000,-90.50000,60,41,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46514284,Anas platyrhynchos
B28015372548,B28015372548,"",E,08/14/2015,14,08,2015,US,US-WI,44.41667,-90.25000,10,41,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,0.17,R,-32241220,Anas platyrhynchos
B28015662865,B28015662865,"",B,08/10/2012,10,08,2012,US,US-WI,43.50000,-88.50000,60,41,Mallard,1320,3,00,2,5,P8988788,0,"","","","",,B,-53949362,Anas platyrhynchos
B28015662865,B28015662865,"",E,08/22/2012,22,08,2012,US,US-WI,43.47500,-88.62500,1,41,Mallard,1320,3,00,2,5,P8988788,"",66,23,14,07,0.17,R,-32305817,Anas platyrhynchos
B28045236846,B28045236846,"",B,05/26/2012,26,05,2012,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,1,4,P5835168,0,"","","","",,B,-46801118,Anas platyrhynchos
B28045236846,B28045236846,"",E,09/23/2012,23,09,2012,US,US-WI,44.65749,-88.55371,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.25,E,-8921993,Anas platyrhynchos
B28045238285,B28045238285,"",B,04/26/2012,26,04,2012,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,1,4,P5835168,0,"","","","",,B,-46802946,Anas platyrhynchos
B28045238285,B28045238285,"",E,12/99/2015,99,12,2015,US,US-WI,44.23052,-91.88447,11,41,MALLARD,1320,"","","","","","",01,21,61,05,4.50,E,-9969804,Anas platyrhynchos
B28045239563,B28045239563,"",B,04/14/2012,14,04,2012,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,1,4,P5835168,0,"","","","",,B,-46806537,Anas platyrhynchos
B28045239563,B28045239563,"",E,10/21/2012,21,10,2012,US,US-WI,44.23417,-87.61544,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.33,E,-8714686,Anas platyrhynchos
B28045239965,B28045239965,"",B,04/19/2012,19,04,2012,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,1,4,P5835168,0,"","","","",,B,-59898506,Anas platyrhynchos
B28045239965,B28045239965,"",E,10/26/2014,26,10,2014,US,US-WI,43.27710,-91.09828,11,41,Mallard,1320,"","","","","","",01,21,07,04,3.33,E,-10032788,Anas platyrhynchos
B28045257325,B28045257325,"",B,10/14/2021,14,10,2021,CA,CA-ON,48.50000,-89.50000,60,41,Mallard,1320,3,00,2,5,P5835168,0,"","","","",,B,15502818,Anas platyrhynchos
B28045257325,B28045257325,"",E,11/30/2023,30,11,2023,US,US-WI,42.63307,-88.74181,11,41,MALLARD,1320,"","","","","","",01,21,07,05,2.42,E,1165251,Anas platyrhynchos
B28045272542,B28045272542,"",B,08/11/2013,11,08,2013,CA,CA-SK,51.50000,-104.50000,60,41,Mallard,1320,3,00,1,4,P9839272,0,"","","","",,B,-59030176,Anas platyrhynchos
B28045272542,B28045272542,"",E,11/20/2015,20,11,2015,US,US-WI,43.70264,-91.22646,0,41,MALLARD,1320,"","","","","","",01,21,61,04,3.42,E,-9968981,Anas platyrhynchos
B28045382143,B28045382143,"",B,03/06/2014,06,03,2014,US,US-OH,41.50000,-83.50000,60,41,Mallard,1320,3,00,5,4,P9984184,0,"","","","",,B,-53890310,Anas platyrhynchos
B28045382143,B28045382143,"",E,11/11/2014,11,11,2014,US,US-WI,43.77063,-91.28200,11,41,Mallard,1320,"","","","","","",01,21,07,05,1.42,E,-8563743,Anas platyrhynchos
B28045821411,B28045821411,"",B,09/04/2013,04,09,2013,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,18,2,5,P7976066,0,"","","","",,B,-58975123,Anas platyrhynchos
B28045821411,B28045821411,"",E,10/19/2013,19,10,2013,US,US-WI,46.06945,-91.42229,0,41,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-8625687,Anas platyrhynchos
B28045822785,B28045822785,"",B,09/20/2012,20,09,2012,US,US-MN,48.50000,-96.50000,60,41,Mallard,1320,3,00,2,5,P7976066,0,"","","","",,B,-46807137,Anas platyrhynchos
B28045822785,B28045822785,"",E,10/25/2013,25,10,2013,US,US-WI,44.22028,-91.87857,11,41,mallard,1320,"","","","","","",01,21,61,05,1.33,E,-8617211,Anas platyrhynchos
B28115614231,B28115614231,"",B,08/21/2012,21,08,2012,US,US-WI,43.50000,-88.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46806547,Anas platyrhynchos
B28115614231,B28115614231,"",E,08/29/2012,29,08,2012,US,US-WI,43.75000,-88.08333,10,01,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.17,R,-31996494,Anas platyrhynchos
B28115618231,B28115618231,"",B,08/21/2012,21,08,2012,US,US-WI,43.50000,-88.50000,60,01,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59906018,Anas platyrhynchos
B28115618231,B28115618231,"",E,08/29/2012,29,08,2012,US,US-WI,43.75000,-88.08333,10,01,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.17,R,-31996485,Anas platyrhynchos
B28115722378,B28115722378,"",B,07/29/2015,29,07,2015,US,US-WI,45.50000,-92.50000,60,01,Mallard,1320,3,00,1,5,P9972302,0,"","","","",,B,-52396392,Anas platyrhynchos
B28115722378,B28115722378,"",E,10/04/2017,04,10,2017,US,US-WI,45.11094,-92.48057,0,01,Hen mallard,1320,"","","","","","",01,21,07,04,3.33,E,-9869878,Anas platyrhynchos
B28115968231,B28115968231,"",B,09/05/2012,05,09,2012,US,US-WI,44.50000,-87.50000,60,01,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-59845206,Anas platyrhynchos
B28115968231,B28115968231,"",E,10/06/2012,06,10,2012,US,US-WI,43.66229,-88.72955,11,01,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-8921244,Anas platyrhynchos
B28125159708,B28125159708,"",B,09/04/2012,04,09,2012,US,US-MN,48.50000,-95.50000,60,01,Mallard,1320,3,00,2,5,P9979297,0,"","","","",,B,-46787899,Anas platyrhynchos
B28125159708,B28125159708,"",E,10/29/2012,29,10,2012,US,US-WI,43.98127,-91.39156,0,01,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-8682650,Anas platyrhynchos
B28125352141,B28125352141,"",B,02/18/2015,18,02,2015,US,US-KY,37.50000,-89.50000,60,01,Mallard,1320,3,00,1,4,P8988676,0,"","","","",,B,-52587573,Anas platyrhynchos
B28125352141,B28125352141,"",E,10/28/2023,28,10,2023,US,US-WI,44.24489,-89.87853,0,01,MALLARD,1320,"","","","","","",01,21,07,05,9.33,E,1137031,Anas platyrhynchos
B28125396343,B28125396343,"",B,03/08/2013,08,03,2013,US,US-KY,37.50000,-89.50000,60,01,Mallard,1320,3,00,1,4,P8988676,0,"","","","",,B,-59362603,Anas platyrhynchos
B28125396343,B28125396343,"",E,11/09/2017,09,11,2017,US,US-WI,44.31997,-92.03592,11,01,Mallard,1320,"","","","","","",01,21,07,05,5.42,E,-9858579,Anas platyrhynchos
B28125410825,B28125410825,"",B,08/30/2012,30,08,2012,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-60013060,Anas platyrhynchos
B28125410825,B28125410825,"",E,10/01/2012,01,10,2012,US,US-WI,44.05747,-90.02041,11,01,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-8687820,Anas platyrhynchos
B28125411148,B28125411148,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-52989168,Anas platyrhynchos
B28125411148,B28125411148,"",E,09/03/2014,03,09,2014,US,US-WI,43.75000,-89.25000,10,01,Mallard,1320,3,00,2,5,P9972302,"",66,23,14,07,0.25,R,-32256877,Anas platyrhynchos
B28125411385,B28125411385,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-46514943,Anas platyrhynchos
B28125411385,B28125411385,"",E,10/11/2014,11,10,2014,US,US-WI,43.44776,-89.23984,11,01,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-8555845,Anas platyrhynchos
B28125411781,B28125411781,"",B,09/03/2015,03,09,2015,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,5,P9972302,0,"","","","",,B,-52347472,Anas platyrhynchos
B28125411781,B28125411781,"",E,10/03/2015,03,10,2015,US,US-WI,43.85081,-89.24187,11,01,MALLARD,1320,"","","","","","",01,21,61,05,0.33,E,-9992353,Anas platyrhynchos
B28125412142,B28125412142,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-52993642,Anas platyrhynchos
B28125412142,B28125412142,"",E,10/04/2014,04,10,2014,US,US-WI,43.38443,-89.04511,11,01,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-8931126,Anas platyrhynchos
B28125412234,B28125412234,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46506114,Anas platyrhynchos
B28125412234,B28125412234,"",E,10/07/2014,07,10,2014,US,US-WI,43.89753,-89.90180,0,01,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-8905810,Anas platyrhynchos
B28125412268,B28125412268,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-52993643,Anas platyrhynchos
B28125412268,B28125412268,"",E,09/21/2014,21,09,2014,US,US-WI,44.02471,-88.54261,11,01,MALLARD,1320,"","","","","","",01,21,61,05,0.25,E,-8570538,Anas platyrhynchos
B28125412341,B28125412341,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46506119,Anas platyrhynchos
B28125412341,B28125412341,"",E,11/11/2014,11,11,2014,US,US-WI,45.28517,-91.65100,11,01,MALLARD,1320,"","","","","","",01,21,61,05,0.42,E,-8565931,Anas platyrhynchos
B28125412828,B28125412828,"",B,09/03/2014,03,09,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46504391,Anas platyrhynchos
B28125412828,B28125412828,"",E,11/06/2014,06,11,2014,US,US-WI,44.02608,-90.17439,11,01,MALLARD,1320,"","","","","","",01,21,61,05,0.42,E,-8573812,Anas platyrhynchos
B28125413542,B28125413542,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-52998140,Anas platyrhynchos
B28125413542,B28125413542,"",E,11/15/2014,15,11,2014,US,US-WI,44.36379,-88.73983,11,01,MALLARD,1320,"","","","","","",01,21,61,05,0.42,E,-8569684,Anas platyrhynchos
B28125413704,B28125413704,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46516755,Anas platyrhynchos
B28125413704,B28125413704,"",E,10/05/2014,05,10,2014,US,US-WI,43.71387,-89.20956,11,01,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-8934191,Anas platyrhynchos
B28125413781,B28125413781,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-46516754,Anas platyrhynchos
B28125413781,B28125413781,"",E,09/03/2014,03,09,2014,US,US-WI,43.75000,-89.25000,10,01,Mallard,1320,3,00,2,4,P9972302,"",66,23,14,07,0.25,R,-32257369,Anas platyrhynchos
B28125413863,B28125413863,"",B,08/28/2014,28,08,2014,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-52995889,Anas platyrhynchos
B28125413863,B28125413863,"",E,10/06/2014,06,10,2014,US,US-WI,43.71387,-89.20956,11,01,Mallard,1320,"","","","","","",01,21,07,05,0.33,E,-12230858,Anas platyrhynchos
B28125414264,B28125414264,"",B,08/18/2016,18,08,2016,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,-17575139,Anas platyrhynchos
B28125414264,B28125414264,"",E,08/31/2016,31,08,2016,US,US-WI,43.75000,-89.25000,10,01,Mallard,1320,3,00,0,0,P9972302,"",66,23,14,07,1.17,R,-31989600,Anas platyrhynchos
B28125414901,B28125414901,"",B,08/18/2016,18,08,2016,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,1,4,P9972302,0,"","","","",,B,-17604590,Anas platyrhynchos
B28125414901,B28125414901,"",E,10/22/2016,22,10,2016,US,US-WI,43.45138,-88.73062,11,01,MALLARD,1320,"","","","","","",01,21,61,05,1.33,E,-9888280,Anas platyrhynchos
B28125415222,B28125415222,"",B,08/26/2015,26,08,2015,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-52351638,Anas platyrhynchos
B28125415222,B28125415222,"",E,10/24/2015,24,10,2015,US,US-WI,43.79137,-89.27985,11,01,GREENHEAD MALLARD,1320,"","","","","","",00,21,61,05,0.33,E,-9993880,Anas platyrhynchos
B28125415305,B28125415305,"",B,08/26/2015,26,08,2015,US,US-WI,43.50000,-89.50000,60,01,Mallard,1320,3,00,2,4,P9972302,0,"","","","",,B,-52351641,Anas platyrhynchos
